gender,age_band,num_of_prev_attempts,score,final_result,dataset
F,0-35,0,66.36363636363636,Fail,D2
F,0-35,0,86.9090909090909,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.66666666666667,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,70.42857142857143,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.54545454545455,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,,Fail,D2
F,0-35,0,65.2,Pass,D2
F,0-35,0,77.45454545454545,Pass,D2
F,0-35,0,59.0,Pass,D2
F,0-35,0,74.81818181818181,Pass,D2
F,35-55,0,,Fail,D2
F,35-55,0,77.81818181818181,Pass,D2
F,0-35,0,87.81818181818181,Pass,D2
F,35-55,0,,Fail,D2
M,35-55,0,,Fail,D2
F,35-55,0,95.1818181818182,Pass,D2
F,0-35,0,73.0,Pass,D2
F,0-35,0,77.6,Fail,D2
F,0-35,0,90.0,Fail,D2
F,0-35,0,77.9090909090909,Pass,D2
F,0-35,0,70.85714285714286,Fail,D2
F,0-35,0,64.8,Pass,D2
F,0-35,0,87.1,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,71.5,Fail,D2
F,35-55,0,,Fail,D2
M,0-35,0,73.72727272727273,Pass,D2
F,0-35,0,88.72727272727273,Pass,D2
F,35-55,0,81.36363636363636,Pass,D2
F,0-35,0,83.0,Fail,D2
F,0-35,0,58.4,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.75,Fail,D2
F,35-55,0,85.72727272727273,Pass,D2
F,0-35,0,81.2,Fail,D2
F,0-35,0,74.9090909090909,Fail,D2
F,0-35,0,81.2,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,65.375,Pass,D2
F,0-35,0,78.54545454545455,Pass,D2
F,0-35,0,75.0,Fail,D2
F,35-55,0,61.375,Pass,D2
F,35-55,0,,Fail,D2
M,0-35,0,80.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,56.0,Fail,D2
F,0-35,0,89.45454545454545,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,77.5,Fail,D2
F,0-35,0,81.36363636363636,Fail,D2
F,0-35,0,49.2,Fail,D2
F,35-55,0,80.0,Fail,D2
F,0-35,0,72.875,Fail,D2
M,0-35,0,91.36363636363636,Pass,D2
F,0-35,0,93.54545454545456,Excellent,D2
F,0-35,0,76.25,Pass,D2
F,35-55,0,77.54545454545455,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,71.71428571428571,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,82.8,Pass,D2
M,35-55,0,,Fail,D2
F,35-55,0,85.36363636363636,Pass,D2
F,35-55,0,81.27272727272727,Pass,D2
F,0-35,0,81.9090909090909,Pass,D2
F,0-35,0,77.66666666666667,Fail,D2
F,0-35,0,65.5,Pass,D2
F,35-55,0,86.9,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,59.81818181818182,Fail,D2
F,0-35,0,72.81818181818181,Pass,D2
F,35-55,0,72.63636363636364,Pass,D2
F,35-55,0,85.0,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,76.0,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,67.0,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,79.2,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,52.09090909090909,Fail,D2
F,0-35,0,72.9090909090909,Fail,D2
F,0-35,0,79.9,Fail,D2
M,0-35,0,92.36363636363636,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.3,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,72.75,Fail,D2
F,0-35,0,83.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,,Fail,D2
F,35-55,0,88.9090909090909,Pass,D2
F,0-35,0,84.9,Pass,D2
M,35-55,0,69.0,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,67.0,Fail,D2
F,0-35,0,89.72727272727273,Pass,D2
F,0-35,0,89.4,Pass,D2
F,35-55,0,83.36363636363636,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,90.3,Pass,D2
F,35-55,0,67.36363636363636,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,88.36363636363636,Excellent,D2
M,35-55,0,57.90909090909091,Fail,D2
F,35-55,0,60.0,Pass,D2
F,0-35,0,80.45454545454545,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,59.0,Fail,D2
F,0-35,0,68.25,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,70.5,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,53.5,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,62.0,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,70.5,Fail,D2
F,0-35,0,85.0,Fail,D2
F,35-55,0,88.9,Pass,D2
M,0-35,0,88.45454545454545,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,30.2,Fail,D2
M,0-35,0,79.81818181818181,Pass,D2
F,0-35,0,87.9090909090909,Excellent,D2
F,0-35,0,84.36363636363636,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,75.33333333333333,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,86.6,Pass,D2
F,35-55,0,78.18181818181819,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,84.22222222222223,Pass,D2
M,0-35,0,78.88888888888889,Pass,D2
F,35-55,0,87.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,79.18181818181819,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,64.28571428571429,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.5,Fail,D2
F,0-35,0,68.0,Fail,D2
F,0-35,0,59.5,Pass,D2
F,0-35,0,75.57142857142857,Fail,D2
F,0-35,0,81.7,Fail,D2
F,0-35,0,74.45454545454545,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,75.0,Fail,D2
F,0-35,0,73.18181818181819,Pass,D2
F,0-35,0,74.9090909090909,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,36.0,Fail,D2
F,35-55,0,86.42857142857143,Fail,D2
F,0-35,0,79.0909090909091,Pass,D2
F,0-35,0,87.22222222222223,Pass,D2
M,0-35,0,65.0,Fail,D2
F,0-35,0,80.0909090909091,Pass,D2
F,35-55,0,56.5,Fail,D2
F,0-35,0,88.0,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,65.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,76.0,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,88.72727272727273,Excellent,D2
F,0-35,0,78.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,91.27272727272728,Pass,D2
F,0-35,0,71.9,Fail,D2
F,35-55,0,76.66666666666667,Fail,D2
F,35-55,0,82.81818181818181,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,89.6,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,67.6,Pass,D2
F,0-35,0,85.0909090909091,Pass,D2
F,0-35,0,85.18181818181819,Excellent,D2
F,0-35,0,69.2,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,86.8,Pass,D2
M,35-55,0,89.45454545454545,Excellent,D2
F,35-55,0,70.81818181818181,Pass,D2
F,0-35,0,74.45454545454545,Pass,D2
M,0-35,0,83.0,Pass,D2
F,0-35,0,88.0909090909091,Pass,D2
F,0-35,0,75.5,Fail,D2
F,0-35,0,78.0,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,71.8,Pass,D2
F,0-35,0,35.833333333333336,Fail,D2
F,0-35,0,85.36363636363636,Excellent,D2
F,0-35,0,85.27272727272727,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,76.0,Pass,D2
F,35-55,0,66.85714285714286,Fail,D2
F,35-55,0,83.18181818181819,Pass,D2
F,0-35,0,65.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,77.45454545454545,Pass,D2
F,35-55,0,74.5,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,89.45454545454545,Excellent,D2
F,35-55,0,92.27272727272728,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,71.36363636363636,Pass,D2
F,35-55,0,80.27272727272727,Pass,D2
F,35-55,0,49.0,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,87.27272727272727,Pass,D2
F,35-55,0,86.63636363636364,Pass,D2
F,0-35,0,84.36363636363636,Excellent,D2
F,35-55,0,84.0,Fail,D2
F,35-55,0,93.8181818181818,Excellent,D2
F,0-35,0,79.33333333333333,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,90.45454545454544,Pass,D2
F,0-35,0,61.45454545454545,Pass,D2
F,0-35,0,58.0,Fail,D2
F,0-35,0,86.4,Pass,D2
F,0-35,0,67.0909090909091,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.5,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,82.0909090909091,Pass,D2
F,0-35,0,60.16666666666666,Fail,D2
F,35-55,0,81.9090909090909,Pass,D2
F,35-55,0,85.33333333333333,Fail,D2
F,35-55,0,79.0,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,74.75,Fail,D2
F,0-35,0,72.4,Pass,D2
F,0-35,0,83.4,Excellent,D2
F,35-55,0,63.66666666666666,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,54.0,Fail,D2
M,35-55,0,0.0,Fail,D2
F,0-35,0,78.66666666666667,Fail,D2
F,0-35,0,80.77777777777777,Pass,D2
F,0-35,0,84.45454545454545,Excellent,D2
F,0-35,0,76.27272727272727,Pass,D2
F,0-35,0,80.8,Fail,D2
F,35-55,0,81.63636363636364,Pass,D2
F,35-55,0,81.57142857142857,Fail,D2
M,35-55,0,75.8,Pass,D2
F,0-35,0,83.72727272727273,Excellent,D2
F,0-35,0,59.375,Fail,D2
F,0-35,0,72.6,Pass,D2
F,0-35,0,80.5,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,85.0,Excellent,D2
F,35-55,0,88.0909090909091,Excellent,D2
F,35-55,0,83.8,Pass,D2
F,0-35,0,81.5,Pass,D2
F,35-55,0,79.0,Pass,D2
F,0-35,0,73.1,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,36.66666666666666,Fail,D2
F,35-55,0,74.36363636363636,Pass,D2
F,35-55,0,85.72727272727273,Pass,D2
F,0-35,0,64.0,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,66.85714285714286,Fail,D2
M,0-35,0,75.66666666666667,Fail,D2
F,0-35,0,76.75,Fail,D2
F,35-55,0,82.27272727272727,Pass,D2
F,0-35,0,67.9090909090909,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.36363636363636,Pass,D2
F,35-55,0,78.45454545454545,Pass,D2
F,35-55,0,70.18181818181819,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,81.33333333333333,Pass,D2
M,35-55,0,91.1818181818182,Excellent,D2
F,0-35,0,78.72727272727273,Pass,D2
F,0-35,0,85.72727272727273,Pass,D2
F,35-55,0,68.45454545454545,Pass,D2
F,0-35,0,60.0,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.36363636363636,Pass,D2
F,0-35,0,84.44444444444444,Fail,D2
F,0-35,0,88.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,79.45454545454545,Pass,D2
F,35-55,0,81.375,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,81.81818181818181,Pass,D2
F,0-35,0,76.0,Pass,D2
F,0-35,0,42.0,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,79.0,Fail,D2
M,35-55,0,58.0,Fail,D2
F,0-35,0,72.63636363636364,Pass,D2
F,0-35,0,83.44444444444444,Pass,D2
F,35-55,0,87.18181818181819,Pass,D2
F,0-35,0,70.0,Fail,D2
F,0-35,0,82.66666666666667,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,77.8,Pass,D2
F,0-35,0,75.81818181818181,Pass,D2
M,0-35,0,70.36363636363636,Pass,D2
M,0-35,0,67.45454545454545,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,83.72727272727273,Pass,D2
F,0-35,0,82.5,Fail,D2
F,0-35,0,80.63636363636364,Pass,D2
F,35-55,0,83.18181818181819,Pass,D2
F,0-35,0,70.7,Pass,D2
F,35-55,0,78.9090909090909,Pass,D2
F,35-55,0,76.0,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,49.0,Fail,D2
F,35-55,0,64.6,Fail,D2
F,35-55,0,77.27272727272727,Pass,D2
F,0-35,0,79.45454545454545,Pass,D2
F,35-55,0,84.125,Pass,D2
F,35-55,0,76.18181818181819,Pass,D2
F,0-35,0,86.18181818181819,Pass,D2
F,0-35,0,85.45454545454545,Pass,D2
F,0-35,0,82.66666666666667,Pass,D2
F,0-35,0,93.9,Excellent,D2
F,0-35,0,83.0909090909091,Pass,D2
F,0-35,0,89.77777777777777,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,83.8,Pass,D2
F,35-55,0,70.25,Fail,D2
F,35-55,0,61.4,Fail,D2
F,35-55,0,81.54545454545455,Pass,D2
M,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,78.63636363636364,Pass,D2
F,35-55,0,87.54545454545455,Pass,D2
F,0-35,0,69.4,Fail,D2
F,35-55,0,89.27272727272727,Excellent,D2
M,0-35,0,,Fail,D2
F,0-35,0,89.36363636363636,Pass,D2
F,35-55,0,88.81818181818181,Excellent,D2
F,0-35,0,70.5,Fail,D2
F,0-35,0,74.0,Pass,D2
F,35-55,0,,Fail,D2
M,0-35,0,85.0,Pass,D2
M,0-35,0,,Fail,D2
M,35-55,0,46.66666666666666,Fail,D2
F,0-35,0,84.1,Pass,D2
F,0-35,0,68.4,Fail,D2
F,0-35,0,89.45454545454545,Fail,D2
F,0-35,0,64.66666666666667,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,83.63636363636364,Pass,D2
F,0-35,0,88.18181818181819,Pass,D2
F,0-35,0,74.0,Fail,D2
F,0-35,0,,Fail,D2
M,0-35,0,59.125,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,79.36363636363636,Pass,D2
F,0-35,0,72.85714285714286,Fail,D2
F,35-55,0,80.54545454545455,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.77777777777777,Pass,D2
F,0-35,0,57.333333333333336,Fail,D2
M,0-35,0,87.0,Fail,D2
F,0-35,0,80.3,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,70.8,Fail,D2
F,0-35,0,78.9,Pass,D2
F,35-55,0,58.0,Fail,D2
M,35-55,0,,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,78.0,Pass,D2
F,0-35,0,60.90909090909091,Pass,D2
F,0-35,0,80.36363636363636,Pass,D2
F,0-35,0,68.0,Fail,D2
F,35-55,0,79.81818181818181,Pass,D2
M,35-55,0,,Fail,D2
M,0-35,0,58.66666666666666,Fail,D2
F,35-55,0,81.54545454545455,Pass,D2
F,0-35,0,82.14285714285714,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,74.0,Fail,D2
M,35-55,0,,Fail,D2
F,0-35,0,78.0,Pass,D2
M,35-55,0,71.71428571428571,Pass,D2
F,35-55,0,,Fail,D2
F,35-55,0,79.0909090909091,Pass,D2
F,0-35,0,77.45454545454545,Pass,D2
M,0-35,0,,Fail,D2
F,35-55,0,58.0,Pass,D2
F,0-35,0,73.5,Fail,D2
F,35-55,0,95.0909090909091,Excellent,D2
M,0-35,0,62.5,Fail,D2
F,35-55,0,90.8181818181818,Pass,D2
F,0-35,0,73.72727272727273,Pass,D2
F,35-55,0,66.0,Pass,D2
F,35-55,0,93.2,Pass,D2
F,0-35,0,88.27272727272727,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,83.54545454545455,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,85.0,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,,Fail,D2
F,35-55,0,88.45454545454545,Excellent,D2
F,0-35,0,86.0,Fail,D2
F,35-55,0,49.63636363636363,Fail,D2
F,0-35,0,86.44444444444444,Pass,D2
F,35-55,0,74.0,Fail,D2
F,0-35,0,83.54545454545455,Pass,D2
F,0-35,0,84.8,Fail,D2
M,35-55,0,65.0,Fail,D2
M,0-35,0,90.45454545454544,Excellent,D2
M,35-55,0,87.25,Fail,D2
F,0-35,0,91.63636363636364,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,83.66666666666667,Fail,D2
F,0-35,0,83.18181818181819,Excellent,D2
F,0-35,0,83.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,81.0,Fail,D2
F,0-35,0,74.55555555555556,Fail,D2
F,35-55,0,60.66666666666666,Fail,D2
F,0-35,0,81.5,Fail,D2
F,0-35,0,75.18181818181819,Pass,D2
F,35-55,0,87.0,Pass,D2
F,0-35,0,68.14285714285714,Fail,D2
F,0-35,0,82.36363636363636,Pass,D2
F,0-35,0,85.45454545454545,Excellent,D2
F,0-35,0,84.27272727272727,Pass,D2
F,0-35,0,85.8,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,65.0,Fail,D2
F,35-55,0,79.45454545454545,Pass,D2
F,0-35,0,88.81818181818181,Pass,D2
F,0-35,0,78.5,Pass,D2
F,0-35,0,67.0,Pass,D2
F,0-35,0,56.11111111111112,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,67.44444444444444,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,81.18181818181819,Pass,D2
F,35-55,0,65.0,Fail,D2
F,0-35,0,60.0,Fail,D2
M,0-35,0,30.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,73.0,Pass,D2
F,0-35,0,67.0909090909091,Pass,D2
F,0-35,0,80.6,Pass,D2
F,0-35,0,59.0,Pass,D2
F,0-35,0,93.9090909090909,Excellent,D2
F,35-55,0,,Fail,D2
F,0-35,0,78.7,Pass,D2
F,0-35,0,83.0,Pass,D2
F,35-55,0,81.18181818181819,Pass,D2
F,35-55,0,73.54545454545455,Fail,D2
F,0-35,0,60.0,Pass,D2
F,35-55,0,80.45454545454545,Pass,D2
F,35-55,0,77.875,Fail,D2
F,35-55,0,86.27272727272727,Excellent,D2
F,0-35,0,85.77777777777777,Pass,D2
F,0-35,0,67.375,Pass,D2
F,0-35,0,75.0,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,60.0,Fail,D2
M,0-35,0,72.5,Fail,D2
M,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,82.8,Fail,D2
F,35-55,0,70.0,Fail,D2
F,35-55,0,60.8,Fail,D2
F,0-35,0,77.0,Fail,D2
F,35-55,0,72.81818181818181,Pass,D2
F,0-35,0,87.9090909090909,Pass,D2
F,35-55,0,82.54545454545455,Pass,D2
M,35-55,0,79.72727272727273,Pass,D2
F,35-55,0,80.72727272727273,Pass,D2
F,35-55,0,79.0,Fail,D2
F,0-35,0,71.81818181818181,Pass,D2
F,0-35,0,72.72727272727273,Fail,D2
F,0-35,0,89.81818181818181,Pass,D2
F,35-55,0,79.27272727272727,Pass,D2
F,0-35,0,90.66666666666669,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,76.72727272727273,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.27272727272727,Pass,D2
F,0-35,0,77.54545454545455,Pass,D2
F,0-35,0,83.0,Fail,D2
F,35-55,0,65.0,Fail,D2
F,0-35,0,88.66666666666667,Fail,D2
F,0-35,0,79.75,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,93.8,Excellent,D2
F,35-55,0,,Fail,D2
F,0-35,0,69.5,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,95.36363636363636,Excellent,D2
F,0-35,0,79.63636363636364,Pass,D2
M,0-35,0,70.0,Fail,D2
F,35-55,0,70.0,Fail,D2
M,35-55,0,79.0909090909091,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
M,35-55,0,69.0,Fail,D2
F,0-35,0,78.0,Excellent,D2
F,0-35,0,84.18181818181819,Pass,D2
F,35-55,0,59.0,Fail,D2
F,0-35,0,77.0,Fail,D2
F,35-55,0,83.81818181818181,Excellent,D2
F,0-35,0,94.27272727272728,Pass,D2
F,0-35,0,85.88888888888889,Pass,D2
F,35-55,0,96.0909090909091,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,74.63636363636364,Pass,D2
F,35-55,0,63.25,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,79.27272727272727,Excellent,D2
F,35-55,0,73.45454545454545,Pass,D2
F,35-55,0,76.63636363636364,Pass,D2
F,0-35,0,81.125,Fail,D2
F,0-35,0,72.875,Fail,D2
F,0-35,0,69.25,Fail,D2
M,0-35,0,82.7,Pass,D2
M,35-55,0,81.0909090909091,Pass,D2
F,0-35,0,91.0,Fail,D2
F,0-35,0,72.81818181818181,Pass,D2
F,0-35,0,82.63636363636364,Pass,D2
F,0-35,0,74.27272727272727,Fail,D2
F,35-55,0,51.42857142857143,Fail,D2
F,0-35,0,78.66666666666667,Fail,D2
F,0-35,0,87.9090909090909,Pass,D2
F,0-35,0,46.90909090909091,Fail,D2
F,0-35,0,71.45454545454545,Pass,D2
F,0-35,0,60.0,Fail,D2
M,0-35,0,83.7,Pass,D2
F,0-35,0,81.6,Pass,D2
F,35-55,0,82.72727272727273,Pass,D2
F,0-35,0,76.6,Fail,D2
F,0-35,0,75.7,Pass,D2
F,35-55,0,86.72727272727273,Pass,D2
F,0-35,0,86.5,Fail,D2
F,0-35,0,80.27272727272727,Pass,D2
F,0-35,0,45.0,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,71.0,Fail,D2
F,0-35,0,69.0,Fail,D2
F,0-35,0,58.2,Fail,D2
F,0-35,0,64.25,Fail,D2
F,0-35,0,70.0,Fail,D2
F,0-35,0,70.8,Fail,D2
F,0-35,0,85.125,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,85.0909090909091,Pass,D2
F,35-55,0,74.81818181818181,Pass,D2
F,0-35,0,88.45454545454545,Pass,D2
F,35-55,0,79.0,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,65.0,Fail,D2
F,0-35,0,80.25,Pass,D2
F,35-55,0,94.5,Excellent,D2
F,35-55,0,85.72727272727273,Pass,D2
F,0-35,0,72.2,Fail,D2
F,0-35,0,79.5,Fail,D2
F,0-35,0,78.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,84.22222222222223,Pass,D2
F,0-35,0,74.4,Pass,D2
F,35-55,0,82.9090909090909,Pass,D2
F,35-55,0,,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,81.63636363636364,Pass,D2
F,0-35,0,90.36363636363636,Excellent,D2
F,35-55,0,93.36363636363636,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,61.75,Fail,D2
F,0-35,0,60.4,Pass,D2
F,35-55,0,66.66666666666667,Fail,D2
F,35-55,0,83.63636363636364,Excellent,D2
F,0-35,0,,Fail,D2
F,0-35,0,58.875,Fail,D2
F,35-55,0,79.81818181818181,Excellent,D2
F,35-55,0,,Fail,D2
F,35-55,0,79.33333333333333,Fail,D2
F,0-35,0,85.2,Excellent,D2
F,0-35,0,80.6,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,87.5,Pass,D2
F,0-35,0,73.44444444444444,Pass,D2
F,0-35,0,88.54545454545455,Pass,D2
F,35-55,0,77.5,Pass,D2
F,0-35,0,89.81818181818181,Pass,D2
F,35-55,0,87.27272727272727,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,90.45454545454544,Excellent,D2
F,0-35,0,84.6,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,63.0,Pass,D2
F,0-35,0,69.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,46.888888888888886,Fail,D2
F,0-35,0,57.0,Fail,D2
F,0-35,0,85.55555555555556,Pass,D2
F,35-55,0,80.36363636363636,Pass,D2
F,0-35,0,76.45454545454545,Pass,D2
F,35-55,0,70.54545454545455,Fail,D2
F,35-55,0,52.333333333333336,Fail,D2
F,35-55,0,71.9090909090909,Pass,D2
F,0-35,0,74.63636363636364,Fail,D2
F,0-35,0,63.5,Pass,D2
F,35-55,0,64.66666666666667,Fail,D2
F,35-55,0,78.27272727272727,Fail,D2
F,35-55,0,79.4,Pass,D2
F,0-35,0,69.5,Pass,D2
F,0-35,0,87.1,Pass,D2
F,0-35,0,74.8,Pass,D2
F,35-55,0,85.3,Pass,D2
F,0-35,0,61.81818181818182,Pass,D2
F,0-35,0,84.5,Fail,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.0,Fail,D2
F,0-35,0,54.8,Fail,D2
F,35-55,0,71.7,Pass,D2
F,35-55,0,97.8181818181818,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,71.0,Fail,D2
F,0-35,0,60.42857142857143,Fail,D2
F,0-35,0,64.8,Pass,D2
F,0-35,0,,Fail,D2
F,0-35,0,80.18181818181819,Pass,D2
M,35-55,0,57.27272727272727,Fail,D2
F,0-35,0,55.0,Fail,D2
F,0-35,0,,Fail,D2
F,35-55,0,79.9090909090909,Pass,D2
F,35-55,0,68.45454545454545,Pass,D2
F,0-35,0,63.0,Fail,D2
F,0-35,0,80.45454545454545,Pass,D2
F,0-35,0,89.45454545454545,Excellent,D2
F,35-55,0,80.7,Pass,D2
F,0-35,0,78.63636363636364,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,70.625,Fail,D2
F,0-35,0,69.0,Pass,D2
F,0-35,0,79.0,Fail,D2
M,0-35,0,81.9090909090909,Pass,D2
F,0-35,0,49.0,Pass,D2
F,35-55,0,75.9090909090909,Pass,D2
F,0-35,0,75.27272727272727,Pass,D2
F,0-35,0,80.36363636363636,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,79.0909090909091,Excellent,D2
F,35-55,0,63.3,Pass,D2
M,0-35,0,89.0,Pass,D2
F,35-55,0,,Fail,D2
F,0-35,0,79.4,Pass,D2
F,0-35,0,91.36363636363636,Excellent,D2
F,35-55,0,80.9090909090909,Pass,D2
F,0-35,0,,Fail,D2
F,35-55,0,,Fail,D2
F,0-35,0,59.16666666666666,Fail,D2
